/VOM X,/VOM Y
0,0.6737214034785382
1e-05,0.6737297560433759
3e-05,0.6737477133205214
7.000000000000002e-05,0.6737820735103887
0.00012,0.6738193694024035
0.00017,0.6738470056015785
0.00022,0.6738622802500026
0.00027,0.6738636966870808
0.00032,0.673851116262061
0.00037,0.6738257704346009
0.0004200000000000001,0.6737901402308866
0.0004700000000000001,0.6737477128323744
0.0005200000000000001,0.6737026425730068
0.0005700000000000001,0.6736593403617965
0.0006200000000000001,0.6736220442931592
0.0006700000000000001,0.6735944068138131
0.0007200000000000002,0.6735791321395488
0.0007700000000000002,0.6735777157000763
0.0008200000000000002,0.6735902961463631
0.0008700000000000002,0.673615642016674
0.0009200000000000002,0.6736512722806267
0.0009700000000000003,0.6736936997181725
0.00102,0.6737387699556346
0.00107,0.6737820721672222
0.00112,0.6738193681858267
0.00117,0.6738470056052323
0.00122,0.6738622802554516
0.00127,0.6738636966926935
0.00132,0.6738511162662015
0.00137,0.6738257704357759
0.00142,0.6737901402278925
0.00147,0.673747712821325
0.001519999999999999,0.6737026425730034
0.001569999999999999,0.6736593403617928
0.001619999999999999,0.6736220442931602
0.001669999999999999,0.6735944068138155
0.001719999999999999,0.673579132139551
0.001769999999999999,0.673577715700079
0.001819999999999999,0.6735902961463657
0.001869999999999999,0.6736156420166765
0.001919999999999999,0.6736512722806292
0.001969999999999999,0.6736936997181759
0.002019999999999999,0.6737387699556354
0.002069999999999999,0.6737820721672229
0.002119999999999999,0.6738193681858274
0.002169999999999999,0.6738470056052323
0.002219999999999999,0.6738622802554519
0.002269999999999999,0.6738636966926933
0.00232,0.6738511162662014
0.00237,0.6738257704357759
0.00242,0.6737901402278925
0.00247,0.6737477128213251
0.00252,0.6737026425730037
0.00257,0.673659340361793
0.00262,0.6736220442931604
0.00267,0.6735944068138157
0.002720000000000001,0.6735791321395512
0.002770000000000001,0.673577715700079
0.002820000000000001,0.6735902961463659
0.002870000000000001,0.6736156420166765
0.002920000000000001,0.6736512722806294
0.002970000000000001,0.6736936997181756
0.003020000000000001,0.6737387699556348
0.003070000000000002,0.6737820721672221
0.003120000000000002,0.6738193681858268
0.003170000000000002,0.673847005605232
0.003220000000000002,0.6738622802554518
0.003270000000000002,0.6738636966926933
0.003320000000000002,0.6738511162662014
0.003370000000000002,0.6738257704357759
0.003420000000000002,0.6737901402278924
0.003470000000000003,0.673747712821325
0.003520000000000003,0.6737026425730038
0.003570000000000003,0.6736593403617929
0.003620000000000003,0.6736220442931603
0.003670000000000003,0.6735944068138155
0.003720000000000003,0.6735791321395512
0.003770000000000003,0.673577715700079
0.003820000000000004,0.6735902961463658
0.003870000000000004,0.6736156420166765
0.003920000000000003,0.6736512722806294
0.003970000000000003,0.6736936997181756
0.004020000000000003,0.6737387699556349
0.004070000000000002,0.6737820721672222
0.004120000000000002,0.673819368185827
0.004170000000000002,0.673847005605232
0.004220000000000002,0.6738622802554514
0.004270000000000001,0.6738636966926931
0.004320000000000001,0.6738511162662012
0.004370000000000001,0.6738257704357756
0.00442,0.6737901402278921
0.00447,0.6737477128213248
0.00452,0.6737026425730035
0.004569999999999999,0.6736593403617928
0.004619999999999999,0.6736220442931602
0.004669999999999999,0.673594406813816
0.004719999999999999,0.6735791321395513
0.004769999999999998,0.6735777157000792
0.004819999999999998,0.673590296146366
0.004869999999999998,0.6736156420166769
0.004919999999999997,0.6736512722806296
0.004969999999999997,0.6736936997181758
0.005019999999999997,0.673738769955635
0.005069999999999996,0.6737820721672224
0.005119999999999996,0.6738193681858271
0.005169999999999996,0.6738470056052319
0.005219999999999995,0.6738622802554515
0.005269999999999995,0.673863696692693
0.005319999999999995,0.6738511162662011
0.005369999999999995,0.6738257704357756
0.005419999999999994,0.673790140227892
0.005469999999999994,0.6737477128213248
0.005519999999999994,0.6737026425730035
0.005569999999999993,0.6736593403617928
0.005619999999999993,0.6736220442931603
0.005669999999999993,0.6735944068138159
0.005719999999999992,0.6735791321395513
0.005769999999999992,0.6735777157000791
0.005819999999999992,0.673590296146366
0.005869999999999992,0.6736156420166768
0.005919999999999991,0.6736512722806295
0.005969999999999991,0.6736936997181762
0.006019999999999991,0.6737387699556349
0.00606999999999999,0.6737820721672223
0.00611999999999999,0.6738193681858267
0.00616999999999999,0.673847005605232
0.006219999999999989,0.6738622802554515
0.006269999999999989,0.6738636966926934
0.006319999999999989,0.6738511162662012
0.006369999999999989,0.6738257704357757
0.006419999999999988,0.6737901402278922
0.006469999999999988,0.6737477128213247
0.006519999999999988,0.6737026425730039
0.006569999999999987,0.6736593403617931
0.006619999999999987,0.6736220442931605
0.006669999999999987,0.6735944068138159
0.006719999999999986,0.6735791321395513
0.006769999999999986,0.6735777157000792
0.006819999999999986,0.673590296146366
0.006869999999999985,0.6736156420166768
0.006919999999999985,0.6736512722806296
0.006969999999999985,0.6736936997181761
0.007019999999999985,0.6737387699556351
0.007069999999999984,0.6737820721672224
0.007119999999999984,0.673819368185827
0.007169999999999984,0.6738470056052319
0.007219999999999983,0.6738622802554514
0.007269999999999983,0.6738636966926931
0.007319999999999983,0.6738511162662012
0.007369999999999982,0.6738257704357756
0.007419999999999982,0.6737901402278921
0.007469999999999982,0.6737477128213251
0.007519999999999982,0.6737026425730035
0.007569999999999981,0.6736593403617929
0.007619999999999981,0.6736220442931601
0.007669999999999981,0.6735944068138159
0.00771999999999998,0.6735791321395512
0.00776999999999998,0.6735777157000791
0.00781999999999998,0.673590296146366
0.007869999999999979,0.6736156420166768
0.007919999999999979,0.6736512722806294
0.007969999999999979,0.6736936997181758
0.008019999999999979,0.6737387699556349
0.008069999999999978,0.6737820721672223
0.008119999999999978,0.6738193681858269
0.008169999999999978,0.6738470056052321
0.008219999999999977,0.6738622802554518
0.008269999999999977,0.6738636966926933
0.008319999999999977,0.6738511162662014
0.008369999999999976,0.6738257704357756
0.008419999999999976,0.6737901402278923
0.008469999999999976,0.673747712821325
0.008519999999999976,0.6737026425730036
