/VOP X,/VOP Y
0.004320000000000001,0.673590296146366
0.004370000000000001,0.673615642016677
0.00442,0.6736512722806295
0.00447,0.6736936997181757
0.00452,0.673738769955635
0.004569999999999999,0.6737820721672224
0.004619999999999999,0.6738193681858271
0.004669999999999999,0.6738470056052319
0.004719999999999999,0.6738622802554515
0.004769999999999998,0.6738636966926931
0.004819999999999998,0.6738511162662012
0.004869999999999998,0.6738257704357757
0.004919999999999997,0.6737901402278922
0.004969999999999997,0.673747712821325
0.005019999999999997,0.6737026425730035
0.005069999999999996,0.6736593403617929
0.005119999999999996,0.6736220442931602
0.005169999999999996,0.673594406813816
0.005219999999999995,0.6735791321395513
0.005269999999999995,0.6735777157000792
0.005319999999999995,0.673590296146366
0.005369999999999995,0.6736156420166771
0.005419999999999994,0.6736512722806296
0.005469999999999994,0.6736936997181758
0.005519999999999994,0.6737387699556351
0.005569999999999993,0.6737820721672224
0.005619999999999993,0.6738193681858269
0.005669999999999993,0.6738470056052321
0.005719999999999992,0.6738622802554515
0.005769999999999992,0.6738636966926932
0.005819999999999992,0.6738511162662013
0.005869999999999992,0.6738257704357756
0.005919999999999991,0.6737901402278922
0.005969999999999991,0.6737477128213248
0.006019999999999991,0.6737026425730037
0.00606999999999999,0.6736593403617929
0.00611999999999999,0.6736220442931605
0.00616999999999999,0.6735944068138159
0.006219999999999989,0.6735791321395513
0.006269999999999989,0.6735777157000793
0.006319999999999989,0.6735902961463659
0.006369999999999989,0.6736156420166769
0.006419999999999988,0.6736512722806295
0.006469999999999988,0.6736936997181759
0.006519999999999988,0.6737387699556348
0.006569999999999987,0.6737820721672222
0.006619999999999987,0.6738193681858267
0.006669999999999987,0.6738470056052319
0.006719999999999986,0.6738622802554516
0.006769999999999986,0.6738636966926932
0.006819999999999986,0.6738511162662012
0.006869999999999985,0.6738257704357755
0.006919999999999985,0.6737901402278923
0.006969999999999985,0.673747712821325
0.007019999999999985,0.6737026425730035
0.007069999999999984,0.6736593403617926
0.007119999999999984,0.6736220442931602
0.007169999999999984,0.673594406813816
0.007219999999999983,0.6735791321395515
0.007269999999999983,0.6735777157000792
0.007319999999999983,0.6735902961463659
0.007369999999999982,0.673615642016677
0.007419999999999982,0.6736512722806295
0.007469999999999982,0.6736936997181757
0.007519999999999982,0.6737387699556349
0.007569999999999981,0.6737820721672223
0.007619999999999981,0.6738193681858272
0.007669999999999981,0.673847005605232
0.00771999999999998,0.6738622802554515
0.00776999999999998,0.6738636966926933
0.00781999999999998,0.6738511162662013
0.007869999999999979,0.6738257704357759
0.007919999999999979,0.6737901402278923
0.007969999999999979,0.6737477128213251
0.008019999999999979,0.6737026425730036
0.008069999999999978,0.6736593403617929
0.008119999999999978,0.6736220442931604
0.008169999999999978,0.6735944068138159
0.008219999999999977,0.6735791321395512
0.008269999999999977,0.6735777157000791
0.008319999999999977,0.673590296146366
0.008369999999999976,0.6736156420166766
0.008419999999999976,0.6736512722806293
0.008469999999999976,0.6736936997181761
0.008519999999999976,0.6737387699556346
0.008569999999999975,0.6737820721672222
0.008619999999999975,0.6738193681858268
0.008669999999999975,0.6738470056052323
0.008719999999999974,0.6738622802554518
0.008769999999999974,0.6738636966926935
0.008819999999999974,0.6738511162662014
0.008869999999999973,0.6738257704357759
0.008919999999999973,0.6737901402278924
0.008969999999999973,0.6737477128213251
0.009019999999999972,0.6737026425730036
0.009069999999999972,0.6736593403617929
0.009119999999999972,0.6736220442931604
0.009169999999999972,0.6735944068138157
0.009219999999999971,0.6735791321395511
0.009269999999999971,0.6735777157000791
0.009319999999999971,0.6735902961463659
0.00936999999999997,0.6736156420166768
0.00941999999999997,0.6736512722806293
0.00946999999999997,0.6736936997181759
0.009519999999999969,0.673738769955635
0.009569999999999969,0.6737820721672224
0.009619999999999969,0.6738193681858271
0.009669999999999969,0.6738470056052323
0.009719999999999968,0.6738622802554518
0.009769999999999968,0.6738636966926934
0.009819999999999968,0.6738511162662014
0.009869999999999967,0.673825770435776
0.009919999999999967,0.6737901402278926
0.009959999999999983,0.6737565495644995
0.01,0.6737207063918934
