iinteg(i("/R1/PLUS" ?result "tran")) X,iinteg(i("/R1/PLUS" ?result "tran")) Y
0,0
1e-05,-4.53157465518661e-14
3e-05,-2.158279768604832e-13
7.000000000000002e-05,-5.320012364740114e-13
0.0001361356098601914,-9.922689206426649e-13
0.0002684068295805741,-1.726979642341062e-12
0.0004684068295805741,-2.483397690982966e-12
0.0006684068295805741,-2.960094085496498e-12
0.0008342034147902871,-3.224320938585737e-12
0.001,-3.415269113426932e-12
0.0010000625,-3.40061267091953e-12
0.0010001875,-3.28398391435429e-12
0.00100025,-3.188836674286878e-12
0.001000275289815858,-3.146934707014667e-12
0.001000325869447573,-3.055107881003326e-12
0.001000403110039169,-2.879286599770713e-12
0.001000472899431834,-2.669933731196723e-12
0.001000575832948949,-2.240650040311549e-12
0.001000781699983179,-7.388425100559304e-13
0.001001032486203605,2.735836035472247e-12
0.001001389669732542,1.217690016394623e-11
0.001001456072344104,1.460460889037529e-11
0.001001588877567226,2.013735952282428e-11
0.001001651054641815,2.302958855069342e-11
0.001001775408790992,2.936937613810638e-11
0.001002024117089346,4.416305060027266e-11
0.001002318643322127,6.499927427137525e-11
0.001002741491396012,9.892996662185435e-11
0.001002834120034502,1.067422947950009e-10
0.001003019377311483,1.225207390189297e-10
0.001003070513307124,1.269219035105759e-10
0.001003084427361056,1.281267274146388e-10
0.00100311225546892,1.305492680589291e-10
0.001003159814703496,1.347372045725496e-10
0.001003188474113182,1.372936238112116e-10
0.001003197309246054,1.380873763776204e-10
0.001003214979511796,1.396814517993452e-10
0.001003236618490691,1.416422670718166e-10
0.001003268626418551,1.445468754329983e-10
0.001003302943581966,1.476416896708711e-10
0.001003334552348969,1.504576768746121e-10
0.001003374955233116,1.540224113552645e-10
0.001003414633214821,1.575099749034155e-10
0.001003452569351051,1.608412375269783e-10
0.001003508354416991,1.657350528875372e-10
0.001003608494422431,1.745082318535125e-10
0.001003729749614165,1.85120269992118e-10
0.001003864874807082,1.969576789260173e-10
0.001004,2.088466711624806e-10
0.001004077404457198,2.156738369479045e-10
0.001004173499551981,2.241438587626872e-10
0.001004265854897952,2.322807496920158e-10
0.001004450565589895,2.485446613351028e-10
0.001004819986973779,2.810326915121617e-10
0.001005558829741548,3.458496006917041e-10
0.001007036515277086,4.748455567561646e-10
0.001009991886348161,7.302860107103627e-10
0.001015902628490312,1.230994547918696e-09
0.001027724112774615,2.192369295206772e-09
0.001051367081343219,3.962528596613977e-09
0.001089186444485272,6.408739102937447e-09
0.00113714714893851,8.913732291896405e-09
0.001159830966670407,9.890213722506483e-09
0.001176579953178471,1.053393540606273e-08
0.001180961424302384,1.069177883226979e-08
0.001189724366550211,1.099406109513468e-08
0.001192668984805087,1.109156528474202e-08
0.001197909512909005,1.125994175415447e-08
0.001204412744386104,1.145978760103948e-08
0.001210056393800094,1.162536571836645e-08
0.001216281380323342,1.180022176187721e-08
0.001218882925799774,1.187101046651012e-08
0.001224086016752637,1.200875575359079e-08
0.001233927695403115,1.225595284382848e-08
0.001246390252332035,1.254534670806394e-08
0.001266049562533816,1.295302404849886e-08
0.001293638672994089,1.343644978169544e-08
0.001333304414207778,1.398193113161013e-08
0.001368652207103889,1.434842813339868e-08
0.001404,1.462928981678288e-08
0.0014040625,1.46296843314181e-08
0.0014041875,1.463026860526842e-08
